timestamp,j1_pos,j1_vel,...,j6_pos,j6_vel
0.000152149,-12.4676,-27.6557,-0.000190735,-0.0019536,-0.000190735,-0.0019536,0.000190735,-0.0019536,-0.000190735,-0.0219784,-0.000190735,-0.00732613,1.9995,-0.205139
0.00242623,0.00514984,-0.0366306,-0.000572205,-0.00586081,-0.000190735,-0.0019536,0.0333786,-0.0019536,-0.000190735,-0.00732613,-0.000190735,-0.00732613,1.99988,-0.0683899
0.00444556,0.00476837,-0.0512829,-0.000572205,-0.0019536,-0.000190735,-0.0019536,0.0333786,0.00195408,-0.000190735,-0.0219784,-0.000190735,-0.00732613,2.00027,-0.0683899
0.00670761,0.0043869,-0.0805855,-0.000572205,-0.0019536,-0.000190735,0.00195408,0.0333786,-0.00586081,-0.000190735,-0.00732613,-0.00286102,-0.197802,2.00179,-0.0683899
0.00846656,0.00362396,-0.227106,-0.000572205,-0.0019536,0.000190735,0.0253973,0.0333786,-0.00586081,-0.000190735,-0.00732613,-0.00705719,-0.666666,2.00446,0.0683899
0.0104806,0.00362396,-0.197802,-0.000572205,-0.0019536,0.000953674,0.0761909,0.0333786,-0.0175824,0.000190735,0.00732803,-0.0123978,-1.38461,2.00752,0.205139
0.0130869,0.00362396,-0.139194,-0.000572205,-0.0019536,0.000953674,0.111356,0.0333786,-0.0175824,0.000190735,0.00732803,-0.0219345,-3.4945,2.00752,0.205139
0.0143233,0.00362396,-0.0805855,-0.000572205,-0.00586081,0.00133514,0.150428,0.0329971,-0.0214896,0.000190735,0.0219803,-0.0219345,-3.4945,2.01324,0.615387
0.0167663,0.00362396,-0.0659332,-0.000572205,-0.0019536,0.00324249,0.271551,0.0329971,-0.0253968,0.000190735,0.0366325,-0.0314722,-4.72528,2.01934,1.16241
0.0184963,0.00324249,-0.0805855,-0.000572205,-0.0019536,0.00400543,0.341881,0.0329971,-0.04884,0.00133514,0.153849,-0.0543604,-5.9707,2.03384,2.80344
0.020371,0.00286102,-0.124542,-0.000190735,0.00195408,0.00476837,0.377046,0.0326157,-0.0566545,0.00209808,0.227108,-0.0974674,-9.76557,2.0491,5.53848
0.0226311,0.00209808,-0.168499,-0.000190735,0.00195408,0.00591278,0.380953,0.0326157,-0.0566545,0.00247955,0.271065,-0.130274,-12.1538,2.0594,6.35898
0.0244104,0.00171661,-0.227106,-0.000190735,0.00195408,0.00629425,0.330159,0.0326157,-0.0410256,0.00209808,0.168499,-0.164988,-14.0733,2.07008,6.76926
0.0265057,0.00133514,-0.212454,-0.000572205,-0.00586081,0.00629425,0.252015,0.0326157,-0.0332112,0.00171661,0.0659351,-0.183681,-14.8645,2.07923,6.90601
0.0287138,0.00133514,-0.183149,-0.000572205,-0.00976801,0.00667572,0.185593,0.0326157,-0.0253968,-0.000572205,-0.300365,-0.220303,-16.2564,2.09869,7.7265
0.0305199,0.000953674,-0.197802,-0.000572205,-0.00976801,0.00667572,0.130892,0.0326157,-0.00976801,-0.00400543,-0.798534,-0.25845,-17.37,2.11433,9.09402
0.0328373,0.00133514,-0.0366306,-0.000572205,-0.00976801,0.00667572,0.095727,0.0326157,-0.00976801,-0.00629425,-1.07692,-0.277524,-17.9121,2.12272,9.5043
0.0343475,0.00209808,0.0659351,-0.000572205,-0.0136752,0.00705719,0.0918198,0.0326157,-0.00976801,-0.00629425,-1.07692,-0.298123,-18.3516,2.12272,9.5043
0.0365812,0.00247955,0.139196,-0.000572205,-0.00976801,0.00743866,0.111356,0.0326157,-0.0175824,-0.0112534,-1.58974,-0.338559,-19.1575,2.13684,10.0513
0.0385123,0.00362396,0.271065,-0.000572205,-0.00586081,0.0082016,0.158242,0.0322342,-0.0332112,-0.0162125,-1.92674,-0.380522,-19.9927,2.15057,9.91455
0.0404555,0.00400543,0.271065,-0.000572205,-0.0136752,0.00896454,0.21685,0.0318527,-0.0683761,-0.0204086,-2.0293,-0.423629,-20.6667,2.16354,9.7778
0.0426702,0.00476837,0.285717,-0.000572205,-0.0214896,0.00934601,0.21685,0.0314713,-0.107448,-0.0246058,-2.08791,-0.467499,-21.2821,2.17803,9.23077
0.0443476,0.00476837,0.183151,-0.000953674,-0.0410256,0.0108719,0.306716,0.0307083,-0.173871,-0.0288019,-1.95604,-0.524339,-21.8388,2.19139,8.68378
0.0464659,0.0043869,0.0512848,-0.000953674,-0.0527472,0.0120163,0.377046,0.0299454,-0.224664,-0.0307093,-1.69231,-0.568971,-22.1465,2.21161,8.13678
0.0485052,0.00400543,-0.0512829,-0.00133514,-0.0644689,0.0127792,0.396582,0.0291824,-0.248107,-0.0314722,-1.32601,-0.613222,-22.3516,2.22877,8.13678
0.0505261,0.00362396,-0.0952377,-0.00133514,-0.0722833,0.0139236,0.443468,0.028038,-0.294994,-0.0322351,-0.930403,-0.657473,-22.5275,2.24899,8.41028
0.0523827,0.00324249,-0.0952377,-0.00171661,-0.0800977,0.0150681,0.451283,0.0272751,-0.337973,-0.0329981,-0.725275,-0.70058,-22.6154,2.27226,9.36752
0.0543355,0.00362396,-0.0659332,-0.00171661,-0.0800977,0.015831,0.423932,0.0261307,-0.377045,-0.0341425,-0.681318,-0.745213,-22.5861,2.29935,10.735
0.0563167,0.00362396,-0.0366306,-0.00209808,-0.0879121,0.0165939,0.380953,0.0249863,-0.404396,-0.0368128,-0.871796,-0.789082,-22.4689,2.32757,12.3761
0.0583635,0.00400543,0.0219803,-0.00247955,-0.0996337,0.0173569,0.306716,0.0238419,-0.416117,-0.0394831,-1.07692,-0.831807,-22.337,2.35695,13.8804
0.0603168,0.00400543,0.0805874,-0.00286102,-0.111355,0.0181198,0.283273,0.0230789,-0.41221,-0.0429163,-1.2967,-0.872625,-22.1026,2.38823,14.9744
0.0623978,0.0043869,0.0952396,-0.00286102,-0.115263,0.0185013,0.283273,0.022316,-0.392674,-0.046731,-1.50183,-0.914588,-21.8242,2.42027,15.6581
0.0646419,0.00476837,0.109892,-0.00324249,-0.123077,0.0192642,0.283273,0.0211716,-0.38486,-0.0513086,-1.75092,-0.957695,-21.6923,2.45346,16.8889
0.066502,0.00514984,0.124544,-0.00362396,-0.126984,0.0200272,0.28718,0.0204086,-0.369231,-0.0558863,-1.98535,-0.999657,-21.5458,2.49085,18.1197
0.0687706,0.00591278,0.183151,-0.00400543,-0.126984,0.0207901,0.28718,0.0196457,-0.345788,-0.0604639,-2.16117,-1.04162,-21.5018,2.52594,18.9402
0.0713112,0.00667572,0.271065,-0.0043869,-0.126984,0.0211716,0.263737,0.0192642,-0.318437,-0.0650415,-2.21978,-1.08282,-21.5897,2.56104,19.4872
0.0723193,0.00705719,0.24176,-0.0043869,-0.126984,0.0219345,0.255922,0.0185013,-0.283272,-0.0696192,-2.24908,-1.12554,-21.6484,2.59957,19.8975
0.0744184,0.00782013,0.227108,-0.00476837,-0.138706,0.0219345,0.252015,0.0181198,-0.259829,-0.0741978,-2.29304,-1.16827,-21.7949,2.63962,20.4445
0.0764734,0.00782013,0.24176,-0.00553131,-0.173871,0.0234604,0.255922,0.0177383,-0.240293,-0.0791569,-2.39561,-1.21214,-22.0147,2.68273,21.4017
0.0785275,0.0082016,0.227108,-0.00591278,-0.185592,0.0238419,0.263737,0.0169754,-0.228571,-0.084116,-2.45421,-1.25563,-22.1319,2.72736,22.359
0.0804992,0.00896454,0.271065,-0.00667572,-0.212943,0.0246048,0.291087,0.0162125,-0.224664,-0.0928898,-2.61539,-1.32696,-22.2491,2.77008,23.1795
0.0823113,0.00972748,0.256413,-0.00705719,-0.220757,0.0249863,0.298902,0.0154495,-0.236386,-0.0982304,-2.63004,-1.3716,-22.3223,2.84829,24.1368
0.0842267,0.0101089,0.285717,-0.00782013,-0.236386,0.0261307,0.318438,0.0146866,-0.252015,-0.103952,-2.71795,-1.41432,-22.2784,2.89559,24.9573
0.0865841,0.0116348,0.432236,-0.0082016,-0.240293,0.0268936,0.337974,0.0143051,-0.259829,-0.110056,-2.84982,-1.45705,-22.2051,2.94251,25.3675
0.0885895,0.0139236,0.593409,-0.00896454,-0.248107,0.0276566,0.337974,0.0135422,-0.263736,-0.116159,-3.01099,-1.50015,-22.1758,2.98981,25.7778
0.0903509,0.0146866,0.622713,-0.00972748,-0.248107,0.028801,0.337974,0.0127792,-0.267643,-0.122263,-3.05494,-1.54288,-22.0733,3.03712,26.188
0.092453,0.0162125,0.652016,-0.0101089,-0.2442,0.0295639,0.337974,0.0123978,-0.267643,-0.129129,-3.15751,-1.5856,-22.0147,3.08518,26.3248
0.0947664,0.0181198,0.769232,-0.0104904,-0.236386,0.0303268,0.345788,0.0116348,-0.263736,-0.136759,-3.34798,-1.62909,-22.0293,3.13363,26.188
0.0964,0.0207901,0.842493,-0.0112534,-0.220757,0.0310898,0.349695,0.0112534,-0.248107,-0.144007,-3.52381,-1.6722,-22.1172,3.18895,26.4615
0.0983994,0.022316,0.842493,-0.0116348,-0.193407,0.0322342,0.322345,0.0104904,-0.252015,-0.151255,-3.58242,-1.71492,-22.1758,3.24197,27.4188
0.100356,0.0242233,0.813189,-0.0120163,-0.181685,0.0326157,0.31453,0.0101089,-0.240293,-0.158503,-3.62637,-1.75994,-22.2784,3.295,27.9658
0.102514,0.0249863,0.813189,-0.0123978,-0.166056,0.0333786,0.28718,0.00934601,-0.224664,-0.165751,-3.67033,-1.80419,-22.4249,3.35336,28.5128
0.104337,0.0276566,0.827841,-0.0123978,-0.158242,0.0337601,0.271551,0.00896454,-0.209035,-0.172236,-3.59707,-1.84844,-22.5861,3.4144,29.7436
0.106645,0.028801,0.827841,-0.0127792,-0.134799,0.034523,0.232479,0.00858307,-0.193407,-0.177958,-3.37729,-1.89345,-22.6593,3.472,30.5641
0.108632,0.0307083,0.857145,-0.0131607,-0.130891,0.0349045,0.224665,0.00858307,-0.169963,-0.184062,-3.26007,-1.93847,-22.7766,3.53609,31.3846
0.110395,0.0322342,0.9011,-0.0131607,-0.0879121,0.0352859,0.21685,0.0082016,-0.14652,-0.190166,-3.23077,-1.98196,-22.9084,3.60056,32.4786
0.112718,0.0356674,0.959709,-0.0131607,-0.0800977,0.0356674,0.201221,0.00782013,-0.123077,-0.195888,-3.15751,-2.02812,-22.9963,3.66388,33.0257
0.114281,0.0375748,0.989014,-0.0131607,-0.0332112,0.0364304,0.173871,0.00782013,-0.107448,-0.201228,-3.02564,-2.07351,-23.011,3.73331,33.8462
0.116534,0.0391006,1.00366,-0.0131607,-0.0253968,0.0368118,0.166057,0.00782013,-0.0840049,-0.207332,-3.04029,-2.117,-22.9817,3.80312,34.8034
0.1185,0.0394821,1.01832,-0.0131607,-0.00976801,0.0368118,0.166057,0.00782013,-0.0566545,-0.215724,-3.11355,-2.17727,-22.9231,3.87713,35.8975
